,filename,width,height,class,xmin,ymin,xmax,ymax
2923,1382.jpg,512,512,Car,272,386,316,421
2924,1382.jpg,512,512,Car,323,388,378,435
2925,1382.jpg,512,512,Person,113,380,142,468
2926,1382.jpg,512,512,Person,145,380,172,467
2927,1382.jpg,512,512,Person,202,374,224,436
2928,1382.jpg,512,512,Person,178,380,202,436
2929,1383.jpg,512,512,Car,0,283,84,385
2930,1383.jpg,512,512,Car,360,299,512,386
2931,1384.jpg,512,512,Car,0,218,94,349
2932,1384.jpg,512,512,Car,302,303,512,511
2933,1384.jpg,512,512,Car,396,417,512,511
2934,1385.jpg,512,512,Car,0,0,511,406
2935,1386.jpg,512,512,Car,180,319,368,454
2936,1386.jpg,512,512,Person,375,292,446,456
2937,1386.jpg,512,512,Person,328,271,362,376
2938,1387.jpg,512,512,Car,276,152,512,500
2939,1387.jpg,512,512,Person,138,56,220,393
2940,1387.jpg,512,512,Person,235,176,305,404
2941,1388.jpg,512,512,Car,192,54,486,221
2942,1388.jpg,512,512,Car,378,67,512,174
2943,1389.jpg,512,512,Car,0,0,512,511
2944,1390.jpg,512,512,Car,66,147,460,438
2945,1390.jpg,512,512,Car,304,249,511,510
2946,1391.jpg,512,512,Car,16,13,467,469
2947,1392.jpg,512,512,Car,6,208,172,286
2948,1392.jpg,512,512,Car,5,215,31,234
2949,1392.jpg,512,512,Car,8,247,62,312
2950,1392.jpg,512,512,Car,20,212,60,232
2951,1392.jpg,512,512,Car,159,212,233,244
2952,1392.jpg,512,512,Person,334,201,457,500
2953,1392.jpg,512,512,Person,308,205,332,246
2954,1393.jpg,512,512,Car,242,13,461,126
2955,1393.jpg,512,512,Person,141,101,390,507
2956,1394.jpg,512,512,Car,8,436,413,512
2957,1394.jpg,512,512,Car,138,428,163,437
2958,1395.jpg,512,512,Car,66,169,383,391
2959,1396.jpg,512,512,Car,131,69,394,472
2960,1397.jpg,512,512,Car,119,165,462,475
2961,1398.jpg,512,512,Car,10,219,363,393
2962,1398.jpg,512,512,Person,450,145,512,404
2963,1399.jpg,512,512,Car,66,265,256,468
2964,1400.jpg,512,512,Car,297,442,374,508
2965,1400.jpg,512,512,Car,200,444,246,511
2966,1400.jpg,512,512,Car,242,447,298,511
2967,1401.jpg,512,512,Car,297,413,317,431
2968,1401.jpg,512,512,Car,298,434,360,504
2969,1401.jpg,512,512,Car,318,425,334,432
2970,1401.jpg,512,512,Car,328,423,358,444
2971,1402.jpg,512,512,Car,302,133,309,140
2972,1402.jpg,512,512,Car,310,131,452,147
2973,1402.jpg,512,512,Person,162,186,237,367
2974,1402.jpg,512,512,Person,244,141,434,508
2975,1403.jpg,512,512,Car,118,175,458,501
2976,1403.jpg,512,512,Car,96,181,141,243
2977,1403.jpg,512,512,Car,102,184,198,287
2978,1404.jpg,512,512,Car,52,195,448,443
2979,1404.jpg,512,512,Car,370,175,447,229
2980,1404.jpg,512,512,Car,418,186,512,325
2981,1404.jpg,512,512,Car,487,173,512,198
2982,1404.jpg,512,512,Person,410,159,436,250
2983,1405.jpg,512,512,Car,0,250,30,279
2984,1405.jpg,512,512,Car,0,235,71,270
2985,1405.jpg,512,512,Person,326,109,489,512
2986,1405.jpg,512,512,Person,86,45,262,485
2987,1406.jpg,512,512,Car,0,0,512,511
2988,1407.jpg,512,512,Car,48,154,450,313
2989,1408.jpg,512,512,Car,0,329,124,389
2990,1408.jpg,512,512,Car,380,342,458,404
2991,1408.jpg,512,512,Car,493,347,511,397
2992,1409.jpg,512,512,Car,0,219,480,484
2993,1410.jpg,512,512,Car,0,66,84,268
2994,1410.jpg,512,512,Car,0,18,184,166
2995,1410.jpg,512,512,Car,435,96,472,123
2996,1410.jpg,512,512,Car,458,92,480,121
2997,1411.jpg,512,512,Car,0,256,296,378
2998,1411.jpg,512,512,Car,308,303,348,348
2999,1411.jpg,512,512,Car,352,296,426,421
3000,1412.jpg,512,512,Car,234,231,263,250
3001,1412.jpg,512,512,Person,94,167,205,511
3002,1413.jpg,512,512,Car,283,440,361,488
3003,1413.jpg,512,512,Car,459,436,511,472
3004,1414.jpg,512,512,Car,62,386,90,405
3005,1414.jpg,512,512,Car,76,393,132,435
3006,1414.jpg,512,512,Car,77,390,246,511
3007,1414.jpg,512,512,Car,180,363,268,442
3008,1414.jpg,512,512,Car,270,383,325,454
3009,1414.jpg,512,512,Car,332,373,396,416
3010,1414.jpg,512,512,Car,366,359,396,380
3011,1415.jpg,512,512,Car,82,179,430,419
3012,1416.jpg,512,512,Car,37,21,478,511
3013,1417.jpg,512,512,Car,361,359,512,511
3014,1418.jpg,512,512,Car,84,204,446,407
3015,1419.jpg,512,512,Car,68,332,459,463
3016,1420.jpg,512,512,Car,14,91,26,107
3017,1420.jpg,512,512,Car,112,81,214,219
3018,1420.jpg,512,512,Car,126,116,387,384
3019,1420.jpg,512,512,Car,264,107,304,138
3020,1420.jpg,512,512,Car,285,99,315,111
3021,1420.jpg,512,512,Car,290,112,380,170
3022,1420.jpg,512,512,Car,305,388,511,509
3023,1420.jpg,512,512,Car,316,95,380,111
3024,1421.jpg,512,512,Car,32,86,472,422
3025,1422.jpg,512,512,Car,23,162,154,333
3026,1422.jpg,512,512,Car,34,150,474,432
3027,1422.jpg,512,512,Car,50,129,94,174
3028,1422.jpg,512,512,Car,74,129,142,167
3029,1422.jpg,512,512,Car,100,127,138,170
3030,1422.jpg,512,512,Car,444,154,511,298
3031,1423.jpg,512,512,Car,0,48,386,510
3032,1423.jpg,512,512,Car,0,369,62,511
3033,1423.jpg,512,512,Car,116,30,512,278
3034,1423.jpg,512,512,Car,332,0,512,150
3035,1424.jpg,512,512,Car,18,121,50,195
3036,1424.jpg,512,512,Car,28,66,488,417
3037,1425.jpg,512,512,Car,0,66,418,498
3038,1425.jpg,512,512,Car,0,0,146,71
3039,1426.jpg,512,512,Car,30,152,438,421
3040,1426.jpg,512,512,Car,0,49,130,226
3041,1426.jpg,512,512,Car,466,223,511,511
3042,1427.jpg,512,512,Car,9,27,510,512
3043,1428.jpg,512,512,Car,300,217,447,422
3044,1428.jpg,512,512,Person,36,240,78,363
3045,1428.jpg,512,512,Person,170,247,204,367
3046,1428.jpg,512,512,Person,269,241,306,379
3047,1429.jpg,512,512,Car,0,343,52,441
3048,1429.jpg,512,512,Car,60,369,114,404
3049,1429.jpg,512,512,Car,62,373,316,453
3050,1429.jpg,512,512,Car,111,392,190,465
3051,1429.jpg,512,512,Car,164,399,200,455
3052,1429.jpg,512,512,Car,312,447,320,466
3053,1429.jpg,512,512,Car,366,460,459,511
3054,1429.jpg,512,512,Car,379,470,411,511
3055,1430.jpg,512,512,Car,12,258,32,307
3056,1430.jpg,512,512,Car,356,255,428,327
3057,1430.jpg,512,512,Car,450,259,512,339
3058,1431.jpg,512,512,Car,0,0,511,510
3059,1432.jpg,512,512,Car,428,122,510,249
3060,1432.jpg,512,512,Car,275,100,302,102
3061,1432.jpg,512,512,Car,306,102,321,108
3062,1432.jpg,512,512,Car,376,101,397,107
3063,1433.jpg,512,512,Car,29,8,494,501
3064,1434.jpg,512,512,Car,8,392,222,511
3065,1434.jpg,512,512,Car,380,433,511,509
3066,1434.jpg,512,512,Car,491,401,512,427
3067,1435.jpg,512,512,Car,14,0,508,511
3068,1436.jpg,512,512,Car,0,204,36,260
3069,1436.jpg,512,512,Car,0,50,478,470
3070,1437.jpg,512,512,Car,0,396,100,498
3071,1437.jpg,512,512,Car,87,412,122,449
3072,1437.jpg,512,512,Car,92,380,120,410
3073,1437.jpg,512,512,Car,258,368,511,472
3074,1438.jpg,512,512,Car,318,133,343,217
3075,1438.jpg,512,512,Person,207,102,274,402
3076,1438.jpg,512,512,Person,324,69,397,418
3077,1438.jpg,512,512,Person,400,56,468,308
3078,1439.jpg,512,512,Car,122,291,374,411
3079,1439.jpg,512,512,Car,0,336,98,511
3080,1439.jpg,512,512,Car,0,267,131,440
3081,1439.jpg,512,512,Car,110,282,189,323
3082,1439.jpg,512,512,Car,128,303,210,334
3083,1439.jpg,512,512,Car,130,295,214,362
3084,1439.jpg,512,512,Car,356,281,512,351
3085,1440.jpg,512,512,Car,0,0,146,179
3086,1440.jpg,512,512,Car,150,0,348,75
3087,1441.jpg,512,512,Car,46,207,486,436
3088,1442.jpg,512,512,Car,118,88,500,449
3089,1442.jpg,512,512,Car,378,138,512,281
3090,1442.jpg,512,512,Person,64,13,163,413
3091,1443.jpg,512,512,Car,253,303,366,375
3092,1443.jpg,512,512,Car,366,293,480,356
3093,1443.jpg,512,512,Car,409,314,512,511
3094,1443.jpg,512,512,Car,462,295,512,332
3095,1444.jpg,512,512,Car,3,141,476,413
3096,1444.jpg,512,512,Car,116,115,228,179
3097,1445.jpg,512,512,Car,92,130,464,337
3098,1446.jpg,512,512,Car,0,77,438,453
3099,1447.jpg,512,512,Car,5,0,114,83
3100,1447.jpg,512,512,Car,144,42,216,101
3101,1447.jpg,512,512,Car,222,43,300,93
3102,1447.jpg,512,512,Car,452,0,512,45
3103,1448.jpg,512,512,Car,38,292,179,426
3104,1448.jpg,512,512,Car,172,307,226,372
3105,1448.jpg,512,512,Person,264,301,302,458
3106,1448.jpg,512,512,Person,308,306,353,459
3107,1448.jpg,512,512,Person,359,292,424,418
3108,1449.jpg,512,512,Car,284,377,394,441
3109,1449.jpg,512,512,Car,257,375,290,400
3110,1450.jpg,512,512,Car,0,204,68,267
3111,1450.jpg,512,512,Car,126,200,238,352
3112,1450.jpg,512,512,Car,150,200,172,222
3113,1450.jpg,512,512,Car,245,200,294,277
3114,1450.jpg,512,512,Car,252,212,375,347
3115,1451.jpg,512,512,Car,170,241,252,288
3116,1451.jpg,512,512,Car,234,240,290,285
3117,1451.jpg,512,512,Car,248,121,388,252
3118,1451.jpg,512,512,Car,268,245,332,282
3119,1451.jpg,512,512,Car,314,245,372,280
3120,1451.jpg,512,512,Person,292,289,344,435
3121,1452.jpg,512,512,Car,308,226,322,240
3122,1452.jpg,512,512,Car,323,229,332,244
3123,1452.jpg,512,512,Car,332,226,350,254
3124,1452.jpg,512,512,Car,357,225,396,266
3125,1452.jpg,512,512,Person,204,218,236,339
3126,1453.jpg,512,512,Car,22,36,466,436
3127,1453.jpg,512,512,Car,36,3,78,40
3128,1453.jpg,512,512,Car,44,14,112,112
3129,1453.jpg,512,512,Car,77,4,121,38
3130,1453.jpg,512,512,Car,124,0,171,45
3131,1453.jpg,512,512,Car,167,0,218,44
3132,1453.jpg,512,512,Car,170,4,512,249
3133,1453.jpg,512,512,Car,331,0,512,70
3134,1453.jpg,512,512,Car,460,0,512,58
3135,1454.jpg,512,512,Car,84,204,471,394
3136,1455.jpg,512,512,Car,0,363,102,502
3137,1455.jpg,512,512,Car,0,436,60,511
3138,1455.jpg,512,512,Person,125,61,241,306
3139,1455.jpg,512,512,Person,262,58,426,470
3140,1456.jpg,512,512,Car,77,115,444,412
3141,1457.jpg,512,512,Car,76,187,182,274
3142,1457.jpg,512,512,Car,215,209,366,304
3143,1457.jpg,512,512,Person,89,228,110,293
3144,1458.jpg,512,512,Car,0,14,512,402
3145,1458.jpg,512,512,Person,50,87,96,267
3146,1458.jpg,512,512,Person,120,79,161,239
3147,1458.jpg,512,512,Person,278,111,304,173
3148,1459.jpg,512,512,Car,136,358,216,432
3149,1459.jpg,512,512,Car,192,352,214,384
3150,1459.jpg,512,512,Car,200,353,206,373
3151,1459.jpg,512,512,Car,254,349,321,402
3152,1459.jpg,512,512,Car,344,349,430,434
3153,1460.jpg,512,512,Car,80,78,450,444
3154,1460.jpg,512,512,Person,454,26,482,110
3155,1460.jpg,512,512,Person,420,17,448,110
3156,1461.jpg,512,512,Car,0,0,512,511
3157,1462.jpg,512,512,Car,322,221,351,249
3158,1462.jpg,512,512,Car,496,236,506,278
3159,1463.jpg,512,512,Car,40,130,486,428
3160,1463.jpg,512,512,Car,360,152,512,391
3161,1464.jpg,512,512,Car,0,157,512,511
3162,1464.jpg,512,512,Car,268,57,373,151
3163,1465.jpg,512,512,Car,45,213,148,303
3164,1465.jpg,512,512,Person,329,277,386,437
3165,1465.jpg,512,512,Person,276,239,330,450
3166,1466.jpg,512,512,Car,0,0,512,396
3167,1467.jpg,512,512,Car,40,244,450,366
3168,1467.jpg,512,512,Car,0,270,47,322
3169,1468.jpg,512,512,Car,0,0,512,511
3170,1469.jpg,512,512,Car,91,478,172,508
3171,1469.jpg,512,512,Car,1,474,53,497
3172,1469.jpg,512,512,Car,274,477,385,512
3173,1470.jpg,512,512,Car,320,291,472,384
3174,1471.jpg,512,512,Car,14,247,206,369
3175,1471.jpg,512,512,Car,272,231,464,374
3176,1471.jpg,512,512,Person,189,183,238,365
3177,1471.jpg,512,512,Person,272,174,316,270
3178,1472.jpg,512,512,Car,68,34,411,427
3179,1472.jpg,512,512,Car,0,65,65,229
3180,1472.jpg,512,512,Car,346,105,377,136
3181,1472.jpg,512,512,Car,403,110,444,135
3182,1472.jpg,512,512,Car,436,111,476,136
3183,1473.jpg,512,512,Car,10,104,486,477
3184,1474.jpg,512,512,Car,0,329,21,350
3185,1474.jpg,512,512,Car,470,334,486,358
3186,1474.jpg,512,512,Car,478,337,508,368
3187,1475.jpg,512,512,Car,0,42,443,425
3188,1476.jpg,512,512,Car,469,281,512,511
3189,1476.jpg,512,512,Person,107,146,210,482
3190,1476.jpg,512,512,Person,186,126,276,423
3191,1476.jpg,512,512,Person,261,95,360,425
3192,1477.jpg,512,512,Car,410,401,492,468
3193,1477.jpg,512,512,Car,414,380,430,389
3194,1477.jpg,512,512,Car,418,377,436,385
3195,1477.jpg,512,512,Car,430,386,456,402
3196,1478.jpg,512,512,Car,0,0,512,511
3197,1479.jpg,512,512,Car,50,1,140,41
3198,1479.jpg,512,512,Car,144,1,227,44
3199,1479.jpg,512,512,Car,268,1,364,47
3200,1479.jpg,512,512,Car,360,1,484,47
3201,1479.jpg,512,512,Person,249,21,335,359
3202,1479.jpg,512,512,Person,102,3,243,380
3203,1480.jpg,512,512,Car,0,359,200,463
3204,1480.jpg,512,512,Car,484,351,512,382
3205,1481.jpg,512,512,Car,173,393,204,436
3206,1481.jpg,512,512,Car,204,407,216,429
3207,1481.jpg,512,512,Car,214,409,226,430
3208,1481.jpg,512,512,Car,221,402,242,433
3209,1481.jpg,512,512,Car,230,390,236,396
3210,1481.jpg,512,512,Car,238,407,250,432
3211,1481.jpg,512,512,Car,238,402,245,407
3212,1481.jpg,512,512,Car,248,391,254,402
3213,1481.jpg,512,512,Car,249,410,258,423
3214,1482.jpg,512,512,Car,261,296,325,337
3215,1482.jpg,512,512,Car,466,311,512,343
3216,1483.jpg,512,512,Car,69,298,141,405
3217,1483.jpg,512,512,Car,422,292,440,351
3218,1483.jpg,512,512,Car,438,292,454,337
3219,1484.jpg,512,512,Car,128,0,239,61
3220,1485.jpg,512,512,Car,0,0,511,510
3221,1485.jpg,512,512,Car,394,0,511,176
3222,1486.jpg,512,512,Car,47,117,476,421
3223,1487.jpg,512,512,Car,28,165,504,432
3224,1488.jpg,512,512,Car,396,469,512,511
3225,1489.jpg,512,512,Car,382,417,498,487
3226,1490.jpg,512,512,Car,0,49,138,239
3227,1490.jpg,512,512,Car,16,61,486,388
3228,1490.jpg,512,512,Car,390,26,512,203
3229,1491.jpg,512,512,Car,0,154,512,465
3230,1492.jpg,512,512,Car,0,284,93,393
3231,1492.jpg,512,512,Car,106,52,470,419
3232,1493.jpg,512,512,Car,0,376,116,501
3233,1493.jpg,512,512,Car,402,331,453,382
3234,1493.jpg,512,512,Car,418,291,479,325
3235,1493.jpg,512,512,Car,492,342,511,382
3236,1494.jpg,512,512,Car,80,37,461,511
3237,1495.jpg,512,512,Car,4,188,98,294
3238,1495.jpg,512,512,Car,118,169,167,216
3239,1495.jpg,512,512,Car,210,201,270,300
3240,1495.jpg,512,512,Car,298,174,314,205
3241,1495.jpg,512,512,Person,254,274,298,485
3242,1495.jpg,512,512,Person,368,220,393,337
3243,1495.jpg,512,512,Person,422,192,438,265
3244,1496.jpg,512,512,Car,0,295,331,511
3245,1497.jpg,512,512,Car,0,125,130,221
3246,1498.jpg,512,512,Car,37,241,472,431
3247,1499.jpg,512,512,Car,84,264,197,382
3248,1499.jpg,512,512,Car,0,0,512,511
3249,1499.jpg,512,512,Car,58,240,512,392
3250,1500.jpg,512,512,Car,0,225,20,301
3251,1500.jpg,512,512,Car,74,245,122,310
3252,1500.jpg,512,512,Car,98,171,435,349
3253,1501.jpg,512,512,Car,20,10,482,511
3254,1502.jpg,512,512,Car,0,224,34,242
3255,1502.jpg,512,512,Car,38,81,435,479
3256,1502.jpg,512,512,Car,370,95,512,397
3257,1503.jpg,512,512,Car,58,367,116,439
3258,1504.jpg,512,512,Car,127,418,279,508
3259,1505.jpg,512,512,Car,348,343,378,365
3260,1505.jpg,512,512,Car,378,339,414,362
3261,1505.jpg,512,512,Person,400,45,512,405
3262,1506.jpg,512,512,Car,6,249,186,431
3263,1506.jpg,512,512,Car,332,304,480,427
3264,1506.jpg,512,512,Car,462,279,512,437
3265,1506.jpg,512,512,Person,177,295,236,378
3266,1507.jpg,512,512,Car,230,272,258,324
3267,1507.jpg,512,512,Car,302,277,390,392
3268,1507.jpg,512,512,Car,361,275,370,299
3269,1508.jpg,512,512,Car,0,131,73,251
3270,1508.jpg,512,512,Car,26,137,106,231
3271,1508.jpg,512,512,Car,75,0,512,511
3272,1508.jpg,512,512,Car,84,150,311,233
3273,1508.jpg,512,512,Car,90,135,146,175
3274,1509.jpg,512,512,Car,2,46,338,338
3275,1509.jpg,512,512,Car,340,39,512,210
3276,1510.jpg,512,512,Car,42,14,474,498
3277,1510.jpg,512,512,Car,46,0,123,79
3278,1510.jpg,512,512,Car,46,73,260,161
3279,1510.jpg,512,512,Car,72,81,328,193
3280,1510.jpg,512,512,Car,160,17,512,133
3281,1511.jpg,512,512,Car,416,150,510,346
3282,1511.jpg,512,512,Car,0,198,24,275
3283,1511.jpg,512,512,Car,0,181,108,287
3284,1511.jpg,512,512,Car,156,184,291,270
3285,1511.jpg,512,512,Car,160,203,199,228
3286,1511.jpg,512,512,Car,194,180,512,376
3287,1512.jpg,512,512,Car,132,259,214,310
3288,1512.jpg,512,512,Car,221,287,438,485
3289,1512.jpg,512,512,Car,252,255,304,298
3290,1512.jpg,512,512,Car,300,257,334,283
3291,1512.jpg,512,512,Car,370,249,472,371
3292,1512.jpg,512,512,Car,461,255,504,282
3293,1513.jpg,512,512,Car,12,89,332,440
3294,1514.jpg,512,512,Car,70,171,248,240
3295,1514.jpg,512,512,Car,496,126,512,158
3296,1515.jpg,512,512,Car,0,0,512,511
3297,1516.jpg,512,512,Car,18,37,450,458
3298,1517.jpg,512,512,Car,0,0,511,511
3299,1518.jpg,512,512,Car,0,432,414,512
3300,1518.jpg,512,512,Car,489,456,511,490
3301,1519.jpg,512,512,Car,0,377,46,418
3302,1519.jpg,512,512,Car,104,369,170,426
3303,1519.jpg,512,512,Car,160,359,218,413
3304,1519.jpg,512,512,Car,206,347,287,427
3305,1519.jpg,512,512,Car,256,347,351,423
3306,1520.jpg,512,512,Car,35,97,411,312
3307,1521.jpg,512,512,Car,0,0,104,118
3308,1521.jpg,512,512,Car,16,0,488,477
3309,1522.jpg,512,512,Car,19,24,406,277
3310,1522.jpg,512,512,Car,50,0,224,63
3311,1522.jpg,512,512,Car,114,22,512,343
3312,1522.jpg,512,512,Car,215,0,372,35
3313,1522.jpg,512,512,Car,303,98,512,453
3314,1522.jpg,512,512,Car,392,0,512,52
3315,1523.jpg,512,512,Car,0,82,260,278
3316,1523.jpg,512,512,Car,0,63,512,417
3317,1523.jpg,512,512,Car,88,71,150,117
3318,1523.jpg,512,512,Car,126,75,244,128
3319,1523.jpg,512,512,Car,196,80,304,149
3320,1523.jpg,512,512,Car,308,77,376,113
3321,1523.jpg,512,512,Car,399,93,423,124
3322,1523.jpg,512,512,Car,417,74,512,199
3323,1524.jpg,512,512,Car,218,386,358,458
3324,1524.jpg,512,512,Person,412,379,441,465
3325,1524.jpg,512,512,Person,438,380,462,461
3326,1524.jpg,512,512,Person,86,397,102,465
3327,1524.jpg,512,512,Person,34,390,55,470
3328,1525.jpg,512,512,Car,16,127,480,453
3329,1525.jpg,512,512,Car,460,133,480,204
3330,1526.jpg,512,512,Car,118,190,229,272
3331,1527.jpg,512,512,Car,237,235,250,256
3332,1527.jpg,512,512,Car,344,226,480,239
3333,1527.jpg,512,512,Person,27,320,60,390
3334,1527.jpg,512,512,Person,200,308,228,361
3335,1527.jpg,512,512,Person,344,243,368,315
3336,1528.jpg,512,512,Car,125,46,386,404
3337,1529.jpg,512,512,Car,52,282,469,431
3338,1530.jpg,512,512,Car,28,308,168,436
3339,1530.jpg,512,512,Car,338,324,344,341
3340,1530.jpg,512,512,Car,348,313,365,341
3341,1530.jpg,512,512,Car,364,319,370,334
3342,1530.jpg,512,512,Car,370,316,376,332
3343,1530.jpg,512,512,Car,376,316,384,328
3344,1530.jpg,512,512,Car,382,308,400,325
3345,1530.jpg,512,512,Car,413,310,450,332
3346,1530.jpg,512,512,Car,421,315,424,320
3347,1530.jpg,512,512,Car,447,317,454,333
3348,1530.jpg,512,512,Car,452,317,456,340
3349,1530.jpg,512,512,Car,456,319,464,340
3350,1530.jpg,512,512,Car,460,325,512,398
3351,1530.jpg,512,512,Car,464,311,492,346
3352,1530.jpg,512,512,Car,487,320,512,333
3353,1531.jpg,512,512,Car,0,0,512,511
3354,1531.jpg,512,512,Car,327,57,512,215
3355,1532.jpg,512,512,Car,31,277,49,289
3356,1532.jpg,512,512,Car,246,278,346,359
3357,1533.jpg,512,512,Car,142,326,285,365
3358,1533.jpg,512,512,Car,246,349,390,467
3359,1534.jpg,512,512,Car,136,225,216,254
3360,1534.jpg,512,512,Car,224,233,306,303
3361,1534.jpg,512,512,Car,484,244,512,276
3362,1535.jpg,512,512,Car,106,233,290,333
3363,1535.jpg,512,512,Person,353,253,398,365
3364,1536.jpg,512,512,Car,12,0,482,492
3365,1537.jpg,512,512,Car,116,74,178,178
3366,1537.jpg,512,512,Car,158,53,340,197
3367,1538.jpg,512,512,Car,52,348,453,486
3368,1538.jpg,512,512,Car,270,96,434,140
3369,1539.jpg,512,512,Car,18,72,74,156
3370,1539.jpg,512,512,Car,22,7,487,484
3371,1539.jpg,512,512,Car,348,54,459,185
3372,1539.jpg,512,512,Car,468,33,512,88
3373,1539.jpg,512,512,Car,502,45,511,83
3374,1540.jpg,512,512,speed_sign,212,50,301,166
3375,1541.jpg,512,512,speed_sign,276,1,481,337
3376,1541.jpg,512,512,Car,70,320,228,447
3377,1541.jpg,512,512,Car,375,368,399,408
3378,1542.jpg,512,512,speed_sign,219,188,236,214
3379,1542.jpg,512,512,speed_sign,261,189,278,212
3380,1542.jpg,512,512,speed_sign,302,190,317,217
3381,1542.jpg,512,512,speed_sign,340,187,356,215
3382,1542.jpg,512,512,Car,355,293,466,381
3383,1542.jpg,512,512,Car,126,277,203,372
3384,1543.jpg,512,512,speed_sign,360,258,403,319
3385,1543.jpg,512,512,Car,17,295,56,358
3386,1544.jpg,512,512,speed_sign,253,111,295,184
3387,1544.jpg,512,512,speed_sign,349,109,388,181
3388,1544.jpg,512,512,speed_sign,444,108,483,182
3389,1544.jpg,512,512,Car,424,352,479,444
3390,1544.jpg,512,512,Car,278,340,327,392
3391,1545.jpg,512,512,speed_sign,314,124,372,277
3392,1546.jpg,512,512,speed_sign,385,14,437,113
3393,1546.jpg,512,512,Car,16,346,112,395
3394,1546.jpg,512,512,Car,224,353,241,383
3395,1547.jpg,512,512,speed_sign,266,173,350,303
3396,1547.jpg,512,512,Car,2,385,114,471
3397,1548.jpg,512,512,speed_sign,67,67,117,164
3398,1548.jpg,512,512,speed_sign,372,104,422,199
3399,1548.jpg,512,512,Car,223,118,263,158
3400,1549.jpg,512,512,speed_sign,82,138,118,186
3401,1549.jpg,512,512,Car,288,194,330,233
3402,1550.jpg,512,512,speed_sign,340,2,440,182
3403,1550.jpg,512,512,Car,152,259,377,453
3404,1551.jpg,512,512,speed_sign,430,165,469,250
3405,1552.jpg,512,512,speed_sign,37,179,127,320
3406,1552.jpg,512,512,Traffic_sign,24,333,129,493
3407,1552.jpg,512,512,Traffic_sign,40,4,132,177
3408,1553.jpg,512,512,speed_sign,427,162,468,247
3409,1554.jpg,512,512,speed_sign,35,166,60,214
3410,1554.jpg,512,512,speed_sign,352,182,372,224
3411,1555.jpg,512,512,speed_sign,258,11,374,201
3412,1556.jpg,512,512,speed_sign,23,199,60,253
3413,1556.jpg,512,512,speed_sign,418,178,450,226
3414,1556.jpg,512,512,Car,89,229,121,264
3415,1557.jpg,512,512,speed_sign,124,58,229,135
3416,1557.jpg,512,512,Car,375,310,404,339
3417,1557.jpg,512,512,Car,423,314,474,345
3418,1558.jpg,512,512,speed_sign,198,47,299,190
3419,1559.jpg,512,512,speed_sign,47,138,104,210
3420,1559.jpg,512,512,Car,282,294,434,448
3421,1559.jpg,512,512,Car,212,287,245,329
3422,1560.jpg,512,512,speed_sign,108,9,207,174
3423,1560.jpg,512,512,Car,377,314,509,475
3424,1561.jpg,512,512,speed_sign,131,27,196,219
3425,1561.jpg,512,512,Car,230,329,406,475
3426,1562.jpg,512,512,speed_sign,32,48,138,177
3427,1563.jpg,512,512,speed_sign,342,73,386,159
3428,1564.jpg,512,512,speed_sign,209,14,270,140
3429,1565.jpg,512,512,speed_sign,313,149,339,198
3430,1565.jpg,512,512,speed_sign,313,207,339,256
3431,1565.jpg,512,512,speed_sign,315,268,342,317
3432,1566.jpg,512,512,speed_sign,106,263,149,319
3433,1567.jpg,512,512,speed_sign,190,156,237,214
3434,1568.jpg,512,512,speed_sign,123,59,259,425
3435,1569.jpg,512,512,speed_sign,268,14,471,325
3436,1569.jpg,512,512,Car,2,241,236,375
3437,1570.jpg,512,512,speed_sign,17,3,268,512
3438,1571.jpg,512,512,speed_sign,132,229,215,403
3439,1571.jpg,512,512,speed_sign,210,148,289,316
3440,1571.jpg,512,512,Person,128,378,206,512
3441,1571.jpg,512,512,Person,260,246,315,450
3442,1572.jpg,512,512,speed_sign,97,25,240,232
3443,1572.jpg,512,512,Bus,270,339,477,448
3444,1572.jpg,512,512,Person,413,369,443,487
3445,1573.jpg,512,512,speed_sign,345,85,404,201
3446,1574.jpg,512,512,speed_sign,413,219,444,262
3447,1574.jpg,512,512,speed_sign,56,216,84,260
3448,1575.jpg,512,512,speed_sign,205,130,312,245
3449,1576.jpg,512,512,speed_sign,222,145,287,243
3450,1577.jpg,512,512,speed_sign,30,154,78,227
3451,1577.jpg,512,512,speed_sign,434,162,482,235
3452,1578.jpg,512,512,speed_sign,347,3,436,175
3453,1579.jpg,512,512,speed_sign,58,256,100,303
3454,1579.jpg,512,512,speed_sign,424,238,460,284
3455,1580.jpg,512,512,speed_sign,106,244,141,293
3456,1580.jpg,512,512,speed_sign,402,253,431,299
3457,1581.jpg,512,512,speed_sign,63,72,116,169
3458,1581.jpg,512,512,speed_sign,367,103,422,200
3459,1582.jpg,512,512,speed_sign,96,27,201,222
3460,1583.jpg,512,512,speed_sign,56,296,106,397
3461,1583.jpg,512,512,speed_sign,183,296,227,390
3462,1583.jpg,512,512,speed_sign,307,296,353,390
3463,1583.jpg,512,512,speed_sign,430,296,476,390
3464,1584.jpg,512,512,speed_sign,307,37,427,305
3465,1585.jpg,512,512,speed_sign,187,151,236,216
3466,1586.jpg,512,512,speed_sign,181,168,240,279
3467,1586.jpg,512,512,Car,289,251,374,344
3468,1587.jpg,512,512,speed_sign,337,42,449,210
3469,1587.jpg,512,512,Car,69,171,164,263
3470,1587.jpg,512,512,Car,227,187,274,255
3471,1588.jpg,512,512,speed_sign,394,8,458,107
3472,1589.jpg,512,512,speed_sign,194,154,225,196
